9.56	3.11302	17.8626	3.18068
9.58	3.11503	17.9946	3.18298
9.6	3.11704	18.1275	3.18528
9.62	3.11905	18.2612	3.18758
9.64	3.12105	18.3958	3.18988
9.66	3.12306	18.5313	3.19218
9.68	3.12507	18.6677	3.19448
9.7	3.12707	18.8049	3.19678
9.72	3.12907	18.943	3.19907
9.74	3.13107	19.0821	3.20137
9.76	3.13307	19.222	3.20366
9.78	3.13507	19.3627	3.20595
9.8	3.13707	19.5044	3.20824
9.82	3.13906	19.647	3.21053
9.84	3.14106	19.7905	3.21282
9.86	3.14305	19.935	3.21511
9.88	3.14504	20.0803	3.2174
9.9	3.14704	20.2265	3.21969
9.92	3.14902	20.3737	3.22197
9.94	3.15101	20.5218	3.22426
9.96	3.153	20.6708	3.22654
9.98	3.15498	20.8208	3.22882
10	3.15697	20.9717	3.23111
